"PROMOTER_TYPE","SURVEY_RESPONSE_DATE","SURVEY_ID","LIKELIHOOD_TO_RECOMMEND","SUPPORT_SATISFACTION","TICKET_NUM"
"Passive","2017-04-25","2321093","8","10","68349,082,000"
"Promoter","2016-12-12","1075307","9","5","69087,227,000"
"Promoter","2017-12-21","5785918","9","9","69177,999,781"
"Promoter","2016-10-10","643404","10","10","70661,004,000"
"Detractor","2016-11-07","859369","1","2","70737,215,616"
"Detractor","2017-04-09","2014865","5","7","72615,614,760"
"Detractor","2017-07-31","3646663","6","7","73265,614,760"
"Promoter","2017-08-15","3805755","10","10","73358,614,760"
"Promoter","2018-04-25","7517458","10","10","73942,L6Q,000"
"Promoter","2016-10-21","711002","10","10","74087,004,000"
"Promoter","2017-01-12","1299750","10","10","75291,082,000"
"Promoter","2017-05-08","2445890","10","10","75511,L6Q,000"
"Passive","2017-05-16","2532161","7","9","76155,821,821"
"Promoter","2017-03-17","1766461","10","10","79159,442,000"
"Promoter","2017-12-27","5827635","10","10","80505,082,000"
"Promoter","2017-08-01","3661293","9","9","83050,122,000"
"Promoter","2018-04-13","7266876","9","10","83320,227,000"
"Promoter","2017-07-28","3626249","10","10","83618,122,000"
"Promoter","2018-01-03","5817888","9","0","85210,011,724"
"Promoter","2017-04-21","2304101","9","9","85752,227,000"
"Promoter","2017-06-05","2984723","10","10","85992,082,000"
"Passive","2017-02-21","1579335","8","9","86876,124,672"
"Promoter","2016-10-25","753080","10","10","87104,077,724"
"Passive","2017-09-19","4279348","8","10","87121,000,834"
"Promoter","2017-05-15","2532933","10","10","89665,227,000"
"Promoter","2018-03-09","6691361","9","9","90940,060,618"
"Passive","2017-11-09","5151249","8","8","91302,031,724"
"Promoter","2017-06-19","3253548","9","9","91629,072,649"
"Passive","2017-07-18","3522184","8","7","91781,999,738"
"Passive","2018-04-10","7198140","8","7","93434,999,866"
"Promoter","2016-10-18","698118","10","10","94546,442,000"
"Detractor","2017-11-19","5280837","5","5","TS000003442"
"Passive","2017-10-19","4821740","8","9","TS000011021"
"Promoter","2018-02-09","6281977","9","10","TS000027350"
"Detractor","2017-11-10","5147723","2","1","TS000033158"
"Detractor","2018-04-01","7008313","5","5","TS000037351"
"Detractor","2018-01-15","6004625","5","4","TS000037929"
"Detractor","2017-12-17","5767507","5","0","TS000064663"
"Detractor","2018-03-13","6692061","1","2","TS000111397"
"Promoter","2018-02-20","6363427","10","10","TS000112101"
"Promoter","2018-02-26","6425133","9","9","TS000117379"
"Detractor","2018-04-09","7008513","0","3","TS000128718"
"Promoter","2018-04-10","7199184","9","10","TS000158893"
"Promoter","2018-04-17","7233840","10","10","TS000170139"
"Promoter","2018-05-02","7702394","10","10","TS000170683"
"Passive","2018-05-05","7702629","8","7","TS000795234"
"Promoter","2018-05-01","7675868","10","10","TS000834349"
"Promoter","2018-05-11","7979390","10","10","TS000882067"
"Passive","2017-09-22","4410819","7","10","68367,227,000"
"Promoter","2017-10-26","4916991","9","10","68680,L6Q,000"
"Promoter","2017-02-03","1453043","10","10","69749,082,000"
"Promoter","2018-01-29","6066017","9","9","70694,830,758"
"Promoter","2017-12-08","5696605","10","10","71299,L6Q,000"
"Promoter","2016-10-31","819272","10","10","71656,614,760"
"Promoter","2016-10-18","688672","9","9","72566,073,724"
"Promoter","2017-08-21","3917812","9","9","74224,057,649"
"Promoter","2017-08-01","3661179","10","10","75681,082,000"
"Promoter","2018-03-21","6875567","10","10","76363,632,760"
"Promoter","2017-08-11","3771403","10","10","80325,122,000"
"Promoter","2016-10-25","758499","10","10","82951,227,000"
"Detractor","2017-01-31","1408577","5","5","84525,695,760"
"Promoter","2017-03-13","1767263","9","10","86005,082,000"
"Promoter","2017-01-30","1407753","9","9","86845,077,724"
"Promoter","2018-03-05","6618020","10","10","87338,122,000"
"Passive","2016-11-22","950498","7","7","87803,003,756"
"Promoter","2017-11-01","5012965","10","10","88429,227,000"
"Promoter","2018-04-12","7247242","9","9","88746,000,834"
"Detractor","2017-02-24","1615324","4","4","89014,082,000"
"Detractor","2016-10-17","710081","4","10","89535,122,000"
"Promoter","2018-04-24","7464232","10","10","90070,073,724"
"Promoter","2018-03-08","6670422","10","10","90865,060,618"
"Promoter","2017-02-03","1453221","10","10","92270,250,631"
"Promoter","2017-10-31","4959946","10","10","92539,695,760"
"Passive","2017-03-27","1888497","7","7","93860,300,624"
"Promoter","2016-10-04","623407","10","10","94140,082,000"
"Promoter","2017-12-04","5631711","10","10","TS000039009"
"Passive","2018-03-21","6876858","8","9","TS000111572"
"Detractor","2018-04-08","7121874","5","10","TS000126082"
"Passive","2018-03-27","6989980","8","8","TS000138184"
"Promoter","2018-05-09","7918627","10","10","TS000181411"
"Promoter","2018-05-02","7702998","10","10","TS000841258"
"Promoter","2018-05-02","7703345","10","10","TS000866394"
"Promoter","2018-05-14","7950623","10","10","TS000879694"
"Promoter","2017-05-22","2531857","10","10","01490,SGC,704"
"Promoter","2018-03-20","6793992","9","9","01739,L6Q,000"
"Promoter","2018-02-12","6267254","9","9","01989,442,000"
"Promoter","2017-03-21","1836645","9","10","02659,070,724"
"Passive","2017-07-21","3563457","7","7","03461,004,000"
"Passive","2017-04-05","2015330","8","10","03800,070,724"
"Promoter","2017-02-24","1608112","10","10","03896,124,848"
"Promoter","2017-11-09","5163498","10","10","04759,999,738"
"Promoter","2017-04-04","2013401","9","9","06537,122,000"
"Detractor","2017-08-10","3744623","2","0","07122,999,724"
"Promoter","2017-01-12","1289273","9","9","07227,019,866"
"Promoter","2017-06-12","2983010","10","10","07487,830,758"
"Promoter","2017-10-04","4633400","9","9","07708,122,000"
"Promoter","2018-03-29","6964652","10","10","08472,665,706"
"Promoter","2017-09-08","4194730","10","10","08907,122,000"
"Promoter","2018-03-22","6914519","10","10","08931,442,000"
"Promoter","2017-02-10","1506467","10","10","09693,267,631"
"Promoter","2018-03-13","6739471","9","10","11213,033,724"
"Promoter","2018-04-06","7085831","10","10","11284,442,000"
"Promoter","2018-05-02","7543885","10","10","12031,842,758"
"Promoter","2017-03-12","1701813","10","10","12341,000,818"
"Promoter","2017-02-02","1445007","10","10","12474,004,000"
"Promoter","2017-03-09","1735004","10","10","12563,000,781"
"Passive","2017-08-10","3758071","8","8","12857,000,818"
"Promoter","2018-04-06","7157678","10","10","12864,442,000"
"Promoter","2017-07-03","3403583","9","9","13338,000,781"
"Promoter","2017-04-25","2291045","10","10","13927,999,744"
"Promoter","2017-06-09","3051392","10","10","14259,019,866"
"Passive","2016-12-30","1229110","7","9","14776,227,000"
"Passive","2018-02-20","6375763","8","8","16253,082,000"
"Promoter","2017-07-07","3447906","10","10","17798,122,000"
"Promoter","2018-04-23","7310054","9","6","00173,050,618"
"Passive","2017-11-07","4989316","8","7","01150,999,811"
"Passive","2017-05-12","2482035","7","7","01235,999,724"
"Promoter","2017-05-26","2722738","10","10","02748,999,724"
"Passive","2017-03-06","1701321","8","10","03677,69G,760"
"Passive","2017-02-27","1633176","8","9","04051,082,000"
"Passive","2017-08-16","3757446","8","8","04486,070,724"
"Promoter","2016-11-14","901107","10","10","04857,122,000"
"Passive","2018-02-28","6475460","7","7","05169,664,706"
"Passive","2017-03-17","1811372","7","8","06911,830,758"
"Promoter","2017-03-16","1800808","10","10","07432,442,000"
"Detractor","2017-08-21","3732486","5","2","07516,999,724"
"Promoter","2018-01-10","5942001","10","10","07873,657,760"
"Detractor","2017-09-12","4219775","6","10","08283,122,000"
"Detractor","2017-01-18","1320442","5","5","08561,112,848"
"Detractor","2016-12-13","1116252","3","7","09034,227,000"
"Promoter","2017-02-13","1526598","10","10","09705,L6Q,000"
"Promoter","2018-04-11","7231302","10","10","09892,122,000"
"Promoter","2016-10-21","742803","10","8","11654,000,781"
"Promoter","2018-03-24","6851181","10","10","13643,000,818"
"Promoter","2017-04-17","2221193","10","10","13764,999,744"
"Promoter","2017-02-10","1480580","10","10","13878,999,760"
"Passive","2017-05-09","2393697","8","6","14433,999,760"
"Promoter","2016-10-07","650774","10","10","15503,000,858"
"Promoter","2017-04-04","2011588","10","10","15644,004,000"
"Promoter","2017-09-04","4100378","10","10","16432,019,866"
"Passive","2017-01-26","1371768","7","10","17909,130,846"
"Passive","2018-02-05","6167106","8","8","18108,227,000"
"Passive","2017-08-24","4008254","7","3","18224,035,649"
"Detractor","2017-03-08","1676557","5","0","17873,SGC,618"
"Detractor","2017-03-28","1891005","6","7","19959,999,760"
"Promoter","2017-03-20","1772650","9","9","20628,999,760"
"Passive","2017-07-12","3465543","8","9","20672,999,649"
"Promoter","2017-12-04","5560838","9","10","20701,112,848"
"Passive","2017-10-23","4720018","7","7","22161,999,649"
"Promoter","2017-08-17","3847472","10","10","22806,442,000"
"Detractor","2017-07-05","3406451","4","6","23104,227,000"
"Promoter","2017-09-28","4325217","10","9","23676,228,631"
"Promoter","2017-07-17","3521455","9","9","24049,999,744"
"Promoter","2018-04-18","7265998","10","10","24927,003,756"
"Promoter","2016-11-21","900833","10","10","25282,122,000"
"Promoter","2017-12-12","5720762","10","10","25646,082,000"
"Detractor","2016-11-29","934579","2","1","25844,082,000"
"Promoter","2017-04-18","2273168","10","9","25953,999,760"
"Passive","2017-05-16","2527944","8","8","26913,211,788"
"Promoter","2017-10-10","4688494","10","10","26933,082,000"
"Promoter","2018-04-16","7231799","9","9","27062,228,631"
"Passive","2017-04-13","2216365","8","10","27572,004,000"
"Promoter","2017-05-23","2570754","10","10","28082,999,724"
"Promoter","2017-10-26","4915914","10","10","28507,122,000"
"Promoter","2017-07-19","3520322","9","9","29568,999,724"
"Detractor","2017-03-27","1876147","3","1","31259,082,000"
"Promoter","2017-03-31","1985928","10","10","32656,082,000"
"Promoter","2017-04-19","2215691","10","10","33515,SGC,724"
"Detractor","2017-04-18","2214907","3","3","33911,035,724"
"Promoter","2018-01-16","6002484","9","10","34020,001,806"
"Promoter","2017-07-31","3647961","10","10","36380,636,760"
"Promoter","2018-01-10","5908617","9","10","37133,040,678"
"Promoter","2017-07-10","3466442","10","10","18505,122,000"
"Promoter","2017-04-15","2217068","10","10","20226,000,663"
"Promoter","2017-06-12","3015689","9","9","20938,999,760"
"Detractor","2017-03-20","1837132","5","5","21063,999,760"
"Passive","2017-05-17","2497337","7","8","21807,999,744"
"Passive","2017-03-15","1782101","8","3","22071,999,760"
"Promoter","2017-01-03","1238547","9","9","22822,000,661"
"Promoter","2018-02-18","6362484","10","9","23027,003,756"
"Passive","2017-03-09","1734093","8","9","23221,082,000"
"Promoter","2017-03-13","1770886","10","10","24169,082,000"
"Promoter","2018-04-25","7516914","9","9","24863,999,649"
"Promoter","2018-03-06","6641780","10","10","25922,659,760"
"Promoter","2017-03-28","1838316","9","9","29182,040,678"
"Passive","2016-10-04","623668","8","8","30649,999,749"
"Promoter","2018-03-30","7048374","10","10","30779,000,858"
"Promoter","2017-07-07","3436641","9","10","31517,300,624"
"Promoter","2018-04-10","7140142","10","10","35578,000,744"
"Promoter","2017-07-06","3437275","10","10","38521,999,672"
"Passive","2017-07-06","3402578","8","8","40239,130,702"
"Promoter","2017-02-07","1473021","10","10","40495,662,706"
"Passive","2017-09-26","4325139","8","10","40845,442,000"
"Promoter","2017-11-17","5112205","9","8","42187,082,000"
"Promoter","2017-10-05","4633410","10","10","42561,442,000"
"Promoter","2018-01-04","5871048","10","9","43405,999,760"
"Promoter","2017-03-17","1810093","10","10","44270,057,649"
"Promoter","2016-12-16","1153742","9","10","44795,082,000"
"Passive","2017-07-31","3614965","8","0","45205,L6Q,000"
"Passive","2017-08-23","3992204","7","10","46181,L6Q,000"
"Promoter","2018-03-26","6966850","10","10","46331,082,000"
"Promoter","2017-04-17","2214633","9","9","49937,L6Q,000"
"Passive","2017-01-18","1337198","7","8","51148,122,000"
"Promoter","2017-03-20","1837744","10","10","52940,999,858"
"Promoter","2017-11-20","5352507","9","9","53165,082,000"
"Promoter","2017-08-01","3661217","9","9","53275,999,858"
"Promoter","2016-10-07","651623","9","4","53298,227,000"
"Promoter","2017-02-24","1582300","10","10","53342,122,000"
"Passive","2017-04-10","2054016","8","8","53505,661,706"
"Passive","2017-07-10","3465801","8","8","53586,082,000"
"Promoter","2016-12-27","1191217","10","10","53874,082,000"
"Promoter","2016-12-27","1199137","10","9","54177,442,000"
"Promoter","2017-02-01","1429334","10","10","54249,122,000"
"Promoter","2017-11-26","5456068","9","10","54555,082,000"
"Passive","2017-01-07","1238311","8","8","54812,000,834"
"Promoter","2016-10-11","642891","10","9","54942,830,758"
"Promoter","2018-01-22","6046085","10","10","551072"
"Promoter","2017-02-15","1526466","9","10","55457,001,865"
"Detractor","2016-10-24","757977","5","8","55495,999,760"
"Promoter","2018-02-12","6298359","10","10","56468,69F,760"
"Promoter","2017-08-23","3992411","10","10","56761,227,000"
"Promoter","2017-08-21","3916981","9","9","57760,227,000"
"Passive","2018-03-13","6758631","8","8","60539,000,738"
"Promoter","2017-08-10","3758725","9","10","60804,082,000"
"Promoter","2017-05-02","2397200","10","10","61048,L6Q,000"
"Detractor","2017-01-09","1237504","6","9","61251,632,760"
"Passive","2017-09-06","4147219","7","8","61364,420,631"
"Promoter","2018-05-01","7618571","10","10","61506,000,738"
"Promoter","2018-04-30","7463431","10","10","61632,082,000"
"Detractor","2016-11-15","907238","0","0","61814,001,822"
"Promoter","2018-04-19","7374732","10","10","61834,999,744"
"Passive","2017-11-28","5490827","8","8","62239,999,778"
"Promoter","2018-01-10","5951195","9","10","63078,122,000"
"Passive","2018-01-08","5931242","8","7","65742,999,631"
"Promoter","2017-10-23","4862171","9","9","66377,L6Q,000"
"Passive","2018-01-16","6002603","7","7","35827,001,862"
"Promoter","2016-12-05","1047297","10","8","40454,082,000"
"Passive","2016-11-21","950950","8","9","41146,057,649"
"Passive","2016-11-28","967856","8","8","41404,442,000"
"Passive","2018-04-09","7196463","8","9","41960,300,624"
"Passive","2017-08-21","3918905","8","9","42213,67C,760"
"Promoter","2018-05-08","7864888","9","9","42219,211,788"
"Passive","2017-01-03","1229366","8","7","42320,057,649"
"Detractor","2017-11-27","5308446","6","10","42434,999,744"
"Passive","2017-01-02","1206999","8","9","43693,999,846"
"Promoter","2017-02-20","1582288","10","10","44179,227,000"
"Passive","2018-05-16","8091646","8","10","45593,003,756"
"Promoter","2017-06-26","3316106","10","10","45719,617,760"
"Promoter","2017-04-18","2255407","10","10","46020,004,000"
"Detractor","2017-11-30","5588029","6","7","46995,122,000"
"Passive","2017-05-07","2393232","8","8","50825,673,760"
"Promoter","2017-08-13","3769851","10","10","51000,673,760"
"Promoter","2017-08-14","3770314","9","10","51104,L6Q,000"
"Passive","2017-03-10","1746714","8","8","52246,227,000"
"Promoter","2017-10-09","4482200","10","10","52895,000,766"
"Detractor","2017-08-25","3917625","6","10","53452,L6Q,000"
"Promoter","2017-03-20","1838538","10","10","54443,228,631"
"Promoter","2018-05-16","8092348","10","10","580265"
"Passive","2016-12-06","1004313","8","8","58086,000,749"
"Promoter","2018-02-19","6407125","9","9","59787,999,760"
"Promoter","2018-03-12","6740978","10","10","60524,999,760"
"Promoter","2017-09-26","4412003","10","10","61560,L6Q,000"
"Detractor","2016-11-07","818809","5","9","62531,999,866"
"Promoter","2016-12-23","1190934","10","10","62991,025,724"
"Promoter","2016-11-28","949402","10","10","63210,999,760"
"Promoter","2017-02-21","1578178","9","8","63517,073,724"
"Promoter","2017-10-26","4921180","10","10","64240,442,000"
"Passive","2017-05-03","2391366","8","6","65425,660,706"
"Promoter","2018-04-09","7197391","9","9","66551,077,649"
"Promoter","2016-12-19","1113607","10","10","67206,689,864"
"Promoter","2016-10-17","712586","10","10","67350,122,000"
"Promoter","2017-06-27","3333054","10","10","68220,664,706"
"Promoter","2017-02-14","1522229","10","10","68222,122,000"
"Detractor","2016-12-27","1218390","5","10","69191,999,760"
"Promoter","2016-10-17","688044","10","10","69442,122,000"
"Promoter","2016-10-24","754153","9","9","71697,004,000"
"Passive","2017-07-31","3645646","8","10","73255,614,760"
"Promoter","2017-11-30","5588047","10","10","74471,650,758"
"Passive","2016-11-01","818503","7","7","75250,071,724"
"Promoter","2017-05-11","2442136","10","10","75893,821,821"
"Detractor","2016-11-14","900725","4","5","76364,000,834"
"Promoter","2018-05-08","7809264","10","8","76695,632,760"
"Passive","2017-11-14","5151050","8","9","77151,442,000"
"Promoter","2018-04-22","7313316","9","9","77580,633,760"
"Promoter","2016-12-19","1145680","10","10","78855,000,834"
"Promoter","2017-03-10","1702209","10","9","79044,122,000"
"Promoter","2017-06-05","2990979","10","10","79643,L6Q,000"
"Passive","2016-10-21","742201","8","6","81867,999,744"
"Promoter","2017-06-05","2993005","10","10","81889,004,000"
"Promoter","2016-11-28","1005247","10","10","83194,L6Q,000"
"Promoter","2018-04-16","7247194","10","10","83832,057,649"
"Promoter","2017-06-21","3253317","10","10","84803,442,000"
"Promoter","2018-03-20","6875798","10","10","85351,L6Q,000"
"Promoter","2016-12-09","1075034","10","10","85906,100,838"
"Promoter","2017-12-20","5663663","10","10","86976,442,000"
"Promoter","2017-03-09","1696485","10","9","87730,077,724"
"Passive","2017-02-01","1430577","8","7","87863,211,788"
"Detractor","2018-02-20","6361596","2","4","88408,L6Q,000"
"Detractor","2017-02-08","1431088","1","9","88738,112,848"
"Promoter","2017-06-29","3373641","10","10","89513,227,000"
"Detractor","2017-08-07","3687861","5","4","90396,060,618"
"Promoter","2017-03-03","1633514","9","9","90416,031,724"
"Promoter","2017-06-19","3253400","9","9","91085,031,724"
"Passive","2017-08-14","3770458","8","9","91095,031,724"
"Passive","2017-03-17","1809469","7","7","91111,072,649"
"Promoter","2017-05-24","2719616","9","10","91516,072,649"
"Passive","2017-03-10","1746879","8","8","91633,122,000"
"Passive","2018-02-02","6143614","8","10","92514,082,000"
"Promoter","2017-03-03","1677168","9","10","92764,L6Q,000"
"Promoter","2017-08-02","3623733","10","10","93799,000,744"
"Passive","2017-11-17","5257212","8","9","TS000043346"
"Passive","2018-01-23","6006086","8","8","TS000077632"
"Promoter","2018-03-05","6533492","10","10","TS000086098"
"Promoter","2018-02-13","6329629","10","10","TS000107770"
"Promoter","2018-05-09","7918338","10","10","TS000161560"
"Promoter","2018-04-23","7466165","10","10","TS000168819"
"Promoter","2018-05-01","7675378","9","10","TS000184504"
"Promoter","2018-04-27","7546605","10","10","TS000829450"
"Promoter","2018-05-09","7921829","9","9","TS000881982"
"Detractor","2017-01-11","1288264","3","3","66027,999,781"
"Promoter","2016-11-18","887256","10","10","67319,664,706"
"Passive","2017-11-29","5542658","8","8","68262,L6Q,000"
"Detractor","2016-11-07","858993","2","2","69947,057,649"
"Promoter","2017-12-15","5752918","9","10","70399,830,758"
"Detractor","2016-12-01","1028263","5","5","72874,101,616"
"Passive","2017-05-30","2826419","8","8","78729,L6Q,000"
"Promoter","2018-02-02","6202497","10","10","79467,L6Q,000"
"Promoter","2017-11-20","5294671","10","9","79643,442,000"
"Promoter","2017-04-13","2220457","10","9","79656,122,000"
"Promoter","2018-01-02","5847361","10","10","80370,082,000"
"Promoter","2018-01-22","6066382","10","10","81390,L6Q,000"
"Promoter","2016-10-17","713138","10","10","82050,227,000"
"Promoter","2017-01-04","1229293","9","9","85013,019,866"
"Promoter","2017-04-28","2368809","10","10","86931,227,000"
"Promoter","2017-08-04","3697117","10","10","87601,022,649"
"Detractor","2017-03-09","1724292","0","10","91249,122,000"
"Promoter","2017-03-31","1966972","10","10","92100,000,744"
"Promoter","2017-11-10","5117267","9","9","92240,072,649"
"Promoter","2018-01-02","5881979","10","10","92679,130,702"
"Promoter","2017-03-06","1702245","10","10","92775,442,000"
"Promoter","2017-04-14","2216875","10","10","94009,842,758"
"Promoter","2016-10-23","742581","10","9","94340,003,756"
"Passive","2017-02-14","1520962","7","9","94427,999,706"
"Promoter","2017-01-11","1290326","10","10","94452,004,000"
"Passive","2016-11-10","873961","7","8","94559,003,756"
"Promoter","2018-03-05","6514941","9","8","TS000038074"
"Promoter","2018-03-08","6692302","9","8","TS000128468"
"Passive","2018-05-13","7918750","7","6","TS000210287"
"Detractor","2018-05-09","7919977","6","7","TS000838967"
"Passive","2018-01-16","5969265","8","0","00796,832,832"
"Promoter","2017-03-09","1737001","9","9","02442,830,758"
"Passive","2018-04-10","7139398","8","8","05460,122,000"
"Passive","2017-07-03","3388008","8","8","05546,999,724"
"Promoter","2016-12-13","1115246","9","10","05767,SGC,618"
"Detractor","2017-03-06","1675672","1","1","05922,694,694"
"Promoter","2016-10-17","714615","9","5","06440,082,000"
"Promoter","2017-02-06","1464480","9","9","10852,999,744"
"Passive","2016-12-21","1156002","8","9","10896,999,760"
"Promoter","2017-01-13","1306560","10","10","12194,004,000"
"Promoter","2018-03-16","6739600","10","10","13150,019,866"
"Passive","2018-05-16","7914745","8","10","13689,442,000"
"Promoter","2017-05-09","2442913","10","10","16262,000,744"
"Passive","2017-09-25","4239036","8","7","16911,019,866"
"Promoter","2016-12-12","1115955","9","9","17165,035,649"
"Promoter","2017-11-03","4952351","9","10","00258,227,000"
"Promoter","2016-10-11","660932","10","7","00404,830,758"
"Promoter","2016-11-29","974552","10","10","01925,FLS,000"
"Passive","2016-10-13","689050","8","8","03555,000,852"
"Promoter","2017-03-03","1637797","10","10","04700,082,000"
"Promoter","2016-10-25","757191","10","10","04754,122,000"
"Passive","2016-11-28","950439","8","8","05162,999,744"
"Promoter","2017-03-27","1912343","10","10","05761,122,000"
"Promoter","2017-05-30","2842891","10","10","07769,000,766"
"Promoter","2016-12-05","1054440","10","5","08031,67D,760"
"Promoter","2017-07-17","3525285","10","10","09723,024,649"
"Passive","2018-02-06","6228963","7","7","10429,000,766"
"Detractor","2016-12-02","1006373","6","10","11157,999,649"
"Promoter","2017-01-11","1288298","9","10","11835,999,649"
"Detractor","2017-01-03","1229635","6","8","12015,000,781"
"Promoter","2017-01-16","1319737","10","10","12952,004,000"
"Promoter","2017-12-27","5844541","10","10","14230,650,758"
"Passive","2017-02-10","1504438","8","8","14802,004,000"
"Promoter","2016-10-21","742045","10","10","14864,055,618"
"Promoter","2017-01-20","1347551","10","10","15463,841,758"
"Promoter","2017-02-06","1471378","10","10","16813,999,760"
"Passive","2017-09-27","4461989","7","9","17703,122,000"
"Passive","2017-05-02","2397146","8","8","18508,122,000"
"Passive","2017-09-13","4194568","8","8","18543,999,866"
"Promoter","2016-10-31","813158","10","10","19731,442,000"
"Promoter","2017-04-07","2033501","9","9","20298,999,744"
"Promoter","2017-03-14","1771308","9","9","20413,021,724"
"Passive","2017-06-13","3074078","7","7","20434,999,706"
"Detractor","2017-11-14","5163339","4","2","20450,070,724"
"Passive","2017-04-17","2215066","7","9","20468,999,616"
"Promoter","2017-06-26","3334563","10","10","20795,082,000"
"Passive","2017-04-18","2211780","8","8","20919,999,866"
"Promoter","2017-03-27","1914930","10","10","18537,001,862"
"Promoter","2016-10-14","663831","10","10","18806,442,000"
"Promoter","2018-01-12","5970115","10","10","19316,227,000"
"Passive","2017-07-31","3624427","8","8","20274,000,663"
"Detractor","2017-04-17","2214822","4","4","20624,999,616"
"Detractor","2017-05-02","2394018","6","6","20885,120,796"
"Passive","2017-05-02","2367830","8","","21472,999,866"
"Promoter","2018-02-20","6406338","9","10","21970,070,724"
"Promoter","2017-08-23","3993826","10","10","22727,004,000"
"Promoter","2018-01-25","6087873","10","10","23139,100,838"
"Promoter","2017-01-13","1256526","9","8","23303,000,749"
"Promoter","2017-12-27","5845022","10","9","23551,060,618"
"Promoter","2017-04-25","2304067","9","10","23674,000,661"
"Detractor","2017-07-07","3446384","0","0","24296,000,661"
"Passive","2017-02-17","1523272","8","10","25117,211,788"
"Detractor","2017-04-11","2075315","5","10","25240,999,760"
"Promoter","2016-10-17","714455","10","10","25526,442,000"
"Passive","2017-01-24","1355110","8","10","25728,118,672"
"Passive","2018-05-09","7915442","7","10","25728,L6Q,000"
"Detractor","2016-12-26","1209223","5","5","25991,442,000"
"Promoter","2017-12-03","5587020","10","10","26172,000,834"
"Detractor","2017-04-21","2257640","5","5","26496,999,655"
"Promoter","2017-01-16","1308424","10","10","26998,082,649"
"Promoter","2017-04-14","2221635","10","10","28218,820,820"
"Promoter","2016-11-11","887137","10","10","29344,082,000"
"Promoter","2017-09-08","4194545","10","10","33302,442,000"
"Promoter","2017-05-29","2846627","10","10","21114,228,631"
"Promoter","2017-08-31","4084694","10","10","21156,999,706"
"Promoter","2017-07-25","3563228","10","9","21184,228,631"
"Promoter","2018-04-04","7120488","10","10","21498,L6Q,000"
"Passive","2017-10-17","4773383","7","4","21572,100,838"
"Detractor","2017-07-04","3407214","6","7","21624,227,000"
"Detractor","2017-03-24","1890540","5","0","21829,999,760"
"Passive","2017-04-24","2321527","7","7","22086,999,760"
"Detractor","2018-01-15","5929325","5","9","23443,999,649"
"Promoter","2016-11-14","903187","9","9","23966,082,000"
"Promoter","2017-02-13","1466028","9","9","24942,211,788"
"Passive","2017-11-13","5206385","7","10","25407,659,760"
"Detractor","2017-04-30","2367303","4","4","25596,999,760"
"Detractor","2017-08-05","3695496","0","0","26063,001,862"
"Promoter","2017-10-20","4773494","9","10","26496,122,000"
"Passive","2017-06-22","3300164","8","8","26707,000,778"
"Promoter","2017-12-19","5784317","9","10","27130,999,724"
"Promoter","2018-04-20","7411920","10","10","27593,300,838"
"Passive","2017-03-07","1700988","8","8","28475,200,838"
"Promoter","2016-11-07","857835","10","10","28538,420,631"
"Promoter","2017-09-20","4326199","10","10","30044,999,744"
"Promoter","2017-03-27","1878502","10","10","31234,082,000"
"Promoter","2017-04-17","2258062","10","10","32689,999,618"
"Promoter","2017-10-02","4482853","9","9","32876,999,618"
"Passive","2017-04-29","2368889","8","8","34027,035,724"
"Passive","2017-10-26","4920138","7","7","34065,442,000"
"Passive","2017-11-14","5255359","7","9","35149,999,616"
"Detractor","2017-03-10","1696938","5","5","35311,756,000"
"Promoter","2017-07-25","3589998","10","10","37735,756,000"
"Promoter","2016-11-07","859700","10","10","38307,999,760"
"Promoter","2017-10-24","4820634","9","9","39263,756,000"
"Passive","2016-12-13","1114116","7","8","39397,663,706"
"Promoter","2017-07-11","3467314","10","10","40367,082,000"
"Passive","2017-03-13","1736691","8","9","40763,140,702"
"Promoter","2016-11-14","900445","10","10","41689,442,000"
"Promoter","2017-10-26","4920433","10","10","41766,082,000"
"Promoter","2017-11-27","5456394","9","10","42331,082,000"
"Passive","2017-08-03","3686225","8","8","43548,227,000"
"Passive","2017-11-06","5016358","8","7","43758,082,000"
"Promoter","2016-10-06","627554","10","8","44759,035,724"
"Promoter","2017-11-07","5112277","10","10","44873,082,000"
"Promoter","2017-03-20","1836355","10","10","45295,057,649"
"Promoter","2017-09-27","4480853","10","10","34481,442,000"
"Promoter","2017-06-23","3314787","9","9","34625,122,000"
"Promoter","2017-05-22","2568699","9","10","35147,000,655"
"Passive","2017-04-18","2218505","8","9","35477,756,000"
"Passive","2016-10-16","682415","8","8","36101,000,738"
"Passive","2017-05-29","2847172","7","8","36905,756,000"
"Promoter","2018-04-12","7231948","10","10","37269,040,678"
"Promoter","2017-09-28","4499767","10","10","38563,004,000"
"Passive","2017-06-12","2985557","8","8","38572,664,706"
"Passive","2017-06-06","2993475","8","8","39395,999,838"
"Promoter","2017-05-12","2443118","10","10","40918,140,702"
"Passive","2017-09-03","4039460","8","8","41462,999,760"
"Promoter","2017-01-11","1289042","10","10","42905,122,000"
"Passive","2017-08-31","4055195","8","7","43325,000,613"
"Promoter","2017-08-01","3623812","9","9","43393,227,000"
"Detractor","2017-02-21","1561235","5","4","44796,057,649"
"Promoter","2017-10-13","4751215","10","10","46201,004,000"
"Promoter","2018-05-02","7701578","10","10","48822,082,000"
"Passive","2017-01-16","1297193","8","8","50899,122,000"
"Promoter","2017-04-20","2256758","9","9","51452,L6Q,000"
